title,location,time_of_work,type_of_agreement,salary,article_url
Praca dla Kucharza,17  gru,Pełny etat,Umowa o pracę,od 4 300 zł do 5 500 zł/mies.  brutto,https://www.olx.pl/oferta/praca-dla-kucharza-CID4-IDB52K3.html#7a30b0d009
Pizzer,"Kraków, Bieżanów-Prokocim",Pełny etat,Umowa o pracę,od 16 zł do 19 zł/godz.  brutto,https://www.olx.pl/oferta/pizzer-CID4-IDCEUfn.html#7a30b0d009
Osoby do produkcji pierogów chinkali,17  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/osoby-do-produkcji-pierogow-chinkali-CID4-IDCJMJb.html#7a30b0d009
Osoby na stanowisko obsługi klienta do Vege Station Galeria Krakowska,"Kraków, Prądnik Biały",Pełny etat,Umowa o pracę,od 2 500 zł do 9 999 zł/mies.  brutto,https://www.olx.pl/oferta/osoby-na-stanowisko-obslugi-klienta-do-vege-station-galeria-krakowska-CID4-IDBBNJg.html#7a30b0d009
Restauracja Amarylis prowadzi rekrutację na stanowisko Sous chefa,17  gru,Pełny etat,Umowa o pracę,od 4 000 zł do 4 500 zł/mies.  brutto,https://www.olx.pl/oferta/restauracja-amarylis-prowadzi-rekrutacje-na-stanowisko-sous-chefa-CID4-IDCJJiW.html#7a30b0d009
Restauracja Amarylis zatrudni kelnera lub kelnerkę z doświadczeniem,"Kraków, Podgórze",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-amarylis-zatrudni-kelnera-lub-kelnerke-z-doswiadczeniem-CID4-IDCJIqY.html#7a30b0d009
"Kucharz - do przyuczenia, restauracja na starym mieście",wczoraj 15:10,Pełny etat,Umowa o pracę,od 3 000 zł do 4 000 zł/mies.  brutto,https://www.olx.pl/oferta/kucharz-do-przyuczenia-restauracja-na-starym-miescie-CID4-IDCJEAt.html#7a30b0d009
Kelnerki/kelnerzy do lokalu w sercu Krakowa,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerki-kelnerzy-do-lokalu-w-sercu-krakowa-CID4-IDCJz9K.html#7a30b0d009
Kucharz / Młodszy kucharz,4  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-mlodszy-kucharz-CID4-IDAWFSy.html#7a30b0d009
Zatrudnie kelnerkę/kelnera do Restauracji,"Kraków, Krowodrza",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnie-kelnerke-kelnera-do-restauracji-CID4-IDAmkrI.html#7a30b0d009
Restauracja zatrudni kucharza,4  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-zatrudni-kucharza-CID4-IDCJsmE.html#7a30b0d009
Barman-Barista,"Kraków, Grzegórzki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/barman-barista-CID4-IDCJmEk.html#7a30b0d009
Kucharz z Doświadczeniem,4  gru,Pełny etat,Umowa o pracę,5 000 zł/mies. brutto,https://www.olx.pl/oferta/kucharz-z-doswiadczeniem-CID4-IDCJgtA.html#7a30b0d009
Zatrudnimy kelnerkę-pomoc kuchenną. Da Grasso Ruczaj,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kelnerke-pomoc-kuchenna-da-grasso-ruczaj-CID4-IDw8hAw.html#7a30b0d009
Barmana lub Barmankę - RESTAURACJA SZARA,4  gru,Pełny etat,Umowa o pracę,od 4 000 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/barmana-lub-barmanke-restauracja-szara-CID4-IDCIIuD.html#7a30b0d009
Kierownik Zmiany- menadżer w restauracji McDonald`s,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 4 000 zł do 4 500 zł/mies.  brutto,https://www.olx.pl/oferta/kierownik-zmiany-menadzer-w-restauracji-mcdonalds-CID4-IDCzSxz.html#7a30b0d009
Kucharza/pomoc kuchenną zatrudnimy,3  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharza-pomoc-kuchenna-zatrudnimy-CID4-IDw3pKW.html#7a30b0d009
Praca w wina.pl,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 4 000 zł do 6 000 zł/mies.  brutto,https://www.olx.pl/oferta/praca-w-wina-pl-CID4-IDvGH1e.html#7a30b0d009
Kucharz do hotelu,3  gru,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-do-hotelu-CID4-IDyGskj.html#7a30b0d009
KIEROWCA - DOSTAWCA ŻYWNOŚCI/ Restauracja włoska Grzegórzki,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kierowca-dostawca-zywnosci-restauracja-wloska-grzegorzki-CID4-IDtQoW1.html#7a30b0d009
Burgermeister/obsługa klienta w Beef Burger Bar,3  gru,Pełny etat,Umowa o pracę,od 19 zł do 25 zł/godz.  brutto,https://www.olx.pl/oferta/burgermeister-obsluga-klienta-w-beef-burger-bar-CID4-IDAourp.html#7a30b0d009
Panią na zmywak,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pania-na-zmywak-CID4-IDzCLIy.html#7a30b0d009
Kebab dla doświadczonych - Stare Miasto,3  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kebab-dla-doswiadczonych-stare-miasto-CID4-IDCHhWu.html#7a30b0d009
"KELNERKA, praca w restauracji w centrum Krakowa","Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerka-praca-w-restauracji-w-centrum-krakowa-CID4-IDBeavj.html#7a30b0d009
Praca w Restauracji na stanowisku- KUCHARZ,3  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-w-restauracji-na-stanowisku-kucharz-CID4-IDCdxq9.html#7a30b0d009
Praca w Restauracji na stanowisku- PIZZER,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 18 zł do 24 zł/godz.  brutto,https://www.olx.pl/oferta/praca-w-restauracji-na-stanowisku-pizzer-CID4-IDBhBre.html#7a30b0d009;promoted
Pomoc kuchenna,3  gru,Niepełny etat,Umowa o pracę,od 11 zł do 12 zł/godz.  brutto,https://www.olx.pl/oferta/pomoc-kuchenna-CID4-IDCACvl.html#7a30b0d009
Szef Kuchni do Bistro,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/szef-kuchni-do-bistro-CID4-IDCGxCo.html#7a30b0d009
Kelner/kelnerka poszukiwani,3  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelner-kelnerka-poszukiwani-CID4-IDA5vI7.html#7a30b0d009
Pizzeria w Nowej Hucie zatrudni osobę na stanowisko PIZZER/PIZZAIOLO,"Kraków, Dębniki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pizzeria-w-nowej-hucie-zatrudni-osobe-na-stanowisko-pizzer-pizzaiolo-CID4-IDCGnSb.html#7a30b0d009
Uśmiechnięty Kelner/ka - praca stała,3  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/usmiechniety-kelner-ka-praca-stala-CID4-IDAz8jD.html#7a30b0d009
Kelnerkę śniadaniową/kelnera do 4*Hotelu z Wieliczki,"Kraków, Grzegórzki",Pełny etat,Umowa o pracę,od 3 500 zł do 4 000 zł/mies.  brutto,https://www.olx.pl/oferta/kelnerke-sniadaniowa-kelnera-do-4hotelu-z-wieliczki-CID4-IDbP6rj.html#7a30b0d009
Kucharz/pizzer poszukiwany,3  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-pizzer-poszukiwany-CID4-IDvclqU.html#7a30b0d009
pomoc kuchenna/ zmywająca,"Kraków, Grzegórzki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-zmywajaca-CID4-IDCFZEH.html#7a30b0d009
Pomoc kuchni wykwalifikowana,3  gru,Niepełny etat,Umowa o pracę,od 20 zł do 24 zł/godz.  brutto,https://www.olx.pl/oferta/pomoc-kuchni-wykwalifikowana-CID4-IDCxp4j.html#7a30b0d009
Amerykańska Restauracja zatrudni kelnerkę!,"Kraków, Prądnik Biały",Pełny etat,Umowa o pracę,od 2 900 zł do 3 400 zł/mies.  brutto,https://www.olx.pl/oferta/amerykanska-restauracja-zatrudni-kelnerke-CID4-IDCFVLT.html#7a30b0d009
Praca w Restauracji na stanowisku- PIZZER,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 20 zł do 21 zł/godz.  brutto,https://www.olx.pl/oferta/praca-w-restauracji-na-stanowisku-pizzer-CID4-IDBhBre.html#a4d179fa60;promoted
Trattoria Cichy Kącik osobę na produkcję,17  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/trattoria-cichy-kacik-osobe-na-produkcje-CID4-IDBMLFq.html#a4d179fa60
Restauracja sushi zatrudni Sushimastera.,"Kraków, Dębniki",Pełny etat,Umowa o pracę,od 17 zł do 20 zł/godz.  brutto,https://www.olx.pl/oferta/restauracja-sushi-zatrudni-sushimastera-CID4-IDBCtaW.html#a4d179fa60
Bistro / Kawiarnia,16  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/bistro-kawiarnia-CID4-IDzf5Ig.html#a4d179fa60
Moment Resto Bar zatrudni kelnerów i kelnerki,"Kraków, Bieńczyce",Pełny etat,Umowa o pracę,od 4 000 zł do 4 300 zł/mies.  brutto,https://www.olx.pl/oferta/moment-resto-bar-zatrudni-kelnerow-i-kelnerki-CID4-IDCFwtR.html#a4d179fa60
"Restauracja ""Trzy Kaczki"" POMOC KUCHENNA/ZMYWAK",17  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-trzy-kaczki-pomoc-kuchenna-zmywak-CID4-IDCFu69.html#a4d179fa60
Pomoc na kuchnię do obsługi śniadań hotelowych,"Kraków, Prądnik Biały",Pełny etat,Umowa o pracę,od 2 000 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/pomoc-na-kuchnie-do-obslugi-sniadan-hotelowych-CID4-IDCFkoR.html#a4d179fa60
Pracownik ds. gastronomicznych w Kraków Airport (lotnisko Balice),30  lis,Dodatkowa / sezonowa,Umowa o pracę,,https://www.olx.pl/oferta/pracownik-ds-gastronomicznych-w-krakow-airport-lotnisko-balice-CID4-IDCzUCn.html#a4d179fa60
Restauracja Farina osobę na stanowisku Kucharz,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-farina-osobe-na-stanowisku-kucharz-CID4-IDA7E31.html#a4d179fa60
Restauracja Farina zatrudni osobę na stanowisku Managera,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-farina-zatrudni-osobe-na-stanowisku-managera-CID4-IDA0PZ1.html#a4d179fa60
Pomoc kuchenna,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-CID4-IDxgGJn.html#a4d179fa60
Restauracja Sakana Sushi & Sticks Kraków zatrudni kucharza,29  lis,Pełny etat,Umowa o pracę,2 500 zł/mies. brutto,https://www.olx.pl/oferta/restauracja-sakana-sushi-sticks-krakow-zatrudni-kucharza-CID4-IDBvAlH.html#a4d179fa60
Sakana Sushi & Sticks Kraków zatrudni Sushi mastera,"Kraków, Dębniki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/sakana-sushi-sticks-krakow-zatrudni-sushi-mastera-CID4-IDBvAH3.html#a4d179fa60
zatrudnię do obsługi w kawiarni,29  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnie-do-obslugi-w-kawiarni-CID4-IDAT5C2.html#a4d179fa60
Restauracja/Lunch bar w centrum przyjmie pomoc kuchenną,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-lunch-bar-w-centrum-przyjmie-pomoc-kuchenna-CID4-IDCEzAF.html#a4d179fa60
Miasteczko Studenckie VINCI BAR,28  lis,Pełny etat,Umowa o pracę,od 4 500 zł do 5 400 zł/mies.  brutto,https://www.olx.pl/oferta/miasteczko-studenckie-vinci-bar-CID4-IDAhNZU.html#a4d179fa60
Kelnerki poszukiwane do Yana Sushi na Ruczaju,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 4 500 zł do 5 400 zł/mies.  brutto,https://www.olx.pl/oferta/kelnerki-poszukiwane-do-yana-sushi-na-ruczaju-CID4-IDCEmjc.html#a4d179fa60
Hotel *** w Krakowie zatrudni Kelnerkę/ Kelnera,28  lis,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/hotel-w-krakowie-zatrudni-kelnerke-kelnera-CID4-IDCEfYJ.html#a4d179fa60
"Dietetyk - żywienie szpitalne, Kraków","Kraków, Łagiewniki-Borek Fałęcki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/dietetyk-zywienie-szpitalne-krakow-CID4-IDBOPVV.html#a4d179fa60
kucharkę zatrudnię,28  lis,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharke-zatrudnie-CID4-IDCE5CK.html#a4d179fa60
Pomoc kuchenna,"Kraków, Podgórze",Pełny etat,Umowa o pracę,od 10 zł do 15 zł/godz.  brutto,https://www.olx.pl/oferta/pomoc-kuchenna-CID4-IDApOrI.html#a4d179fa60
Kelnerka/baristka,28  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerka-baristka-CID4-IDCDZa5.html#a4d179fa60
Praca Kelner(-ka),"Kraków, Bronowice",Pełny etat,Umowa o pracę,od 2 800 zł do 3 000 zł/mies.  brutto,https://www.olx.pl/oferta/praca-kelner-ka-CID4-IDAF1so.html#a4d179fa60
Pomoc kuchenna,28  lis,Pełny etat,Umowa o pracę,od 14 zł do 18 zł/godz.  brutto,https://www.olx.pl/oferta/pomoc-kuchenna-CID4-IDCDRmz.html#a4d179fa60
Restauracja Malecon zatrudni osobę na zmywak,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,3 000 zł/mies. brutto,https://www.olx.pl/oferta/restauracja-malecon-zatrudni-osobe-na-zmywak-CID4-IDCDFJr.html#a4d179fa60
Restauracja Malecon zatrudni kucharza śniadaniowego,28  lis,Pełny etat,Umowa o pracę,3 000 zł/mies. brutto,https://www.olx.pl/oferta/restauracja-malecon-zatrudni-kucharza-sniadaniowego-CID4-IDCDFeN.html#a4d179fa60
McDonalds Kraków Galeria Plaza do 20zł/h,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 15 zł do 17 zł/godz.  brutto,https://www.olx.pl/oferta/mcdonalds-krakow-galeria-plaza-do-20zl-h-CID4-IDCyi6Q.html#a4d179fa60
Kucharz,28  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-CID4-IDCDEsy.html#a4d179fa60
"Kelner/ kelnerka, barman/barmanka","Kraków, Bieńczyce",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelner-kelnerka-barman-barmanka-CID4-IDCDBKJ.html#a4d179fa60
Kucharka / Kucharz samodzielny,28  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharka-kucharz-samodzielny-CID4-IDCDB2A.html#a4d179fa60
Pomoc kuchenna,"Kraków, Krowodrza",Niepełny etat,Umowa o pracę,od 14 zł do 20 zł/godz.  brutto,https://www.olx.pl/oferta/pomoc-kuchenna-CID4-IDBli0v.html#a4d179fa60
Kelnerka,27  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerka-CID4-IDCDjnP.html#a4d179fa60
Kelner/ kelnetrka na stałe,"Kraków, Krowodrza",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelner-kelnetrka-na-stale-CID4-IDyib0i.html#a4d179fa60
Pomoc kuchenna/zmywak,27  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-zmywak-CID4-IDCD6Cp.html#a4d179fa60
"Renomowana, krakowska restauracja hotelowa zatrudni kelnerkę/kelnera","Kraków, Nowa Huta",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/renomowana-krakowska-restauracja-hotelowa-zatrudni-kelnerke-kelnera-CID4-IDCD2WM.html#a4d179fa60
Szef Kuchni,27  lis,Niepełny etat,Umowa o pracę,od 13 zł do 16 zł/godz.  brutto,https://www.olx.pl/oferta/szef-kuchni-CID4-IDA8jwg.html#a4d179fa60
Praca w McCafe Dworzec PKP,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-w-mccafe-dworzec-pkp-CID4-IDzhEeX.html#a4d179fa60
"Restauracja ""Peperone"" ul.Siewna 18 zatrudni osobę na zmywak",27  lis,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-peperone-ul-siewna-18-zatrudni-osobe-na-zmywak-CID4-IDCCAyA.html#a4d179fa60
Kelner/Kelnerka,"Kraków, Bronowice",Pełny etat,Umowa o pracę,od 15 zł do 20 zł/godz.  brutto,https://www.olx.pl/oferta/kelner-kelnerka-CID4-IDBG6RT.html#a4d179fa60
Sieć restauracji Olimp zatrudni kucharza - CH Czyżyny,27  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/siec-restauracji-olimp-zatrudni-kucharza-ch-czyzyny-CID4-IDz2HoW.html#a4d179fa60
Pracownik Restauracji McDonalds Kraków Czyżyny 3000 brutto miesięcznie,"Kraków, Grzegórzki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pracownik-restauracji-mcdonalds-krakow-czyzyny-3000-brutto-miesiecznie-CID4-IDCQDzH.html#9a32ababfe;promoted
Praca w Restauracji na stanowisku- PIZZER,17  gru,Pełny etat,Umowa o pracę,od 14 zł do 16 zł/godz.  brutto,https://www.olx.pl/oferta/praca-w-restauracji-na-stanowisku-pizzer-CID4-IDBhBre.html#9a32ababfe;promoted
Pomoc na kuchnie do obsługi śniadań hotelowych,"Kraków, Bieżanów-Prokocim",Pełny etat,Umowa o pracę,od 2 500 zł do 3 000 zł/mies.  brutto,https://www.olx.pl/oferta/pomoc-na-kuchnie-do-obslugi-sniadan-hotelowych-CID4-IDCCtz4.html#9a32ababfe
Zatrudnię barmana,17  gru,Pełny etat,Umowa o pracę,od 4 700 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/zatrudnie-barmana-CID4-IDAtuoj.html#9a32ababfe
Kelnerów i kelnerki,"Kraków, Czyżyny",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerow-i-kelnerki-CID4-IDzUkZv.html#9a32ababfe
Kucharzy zatrudnię,12  gru,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharzy-zatrudnie-CID4-IDB75jh.html#9a32ababfe
Kuchnia ORZO Kraków Zabłocie,"Kraków, Grzegórzki",Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kuchnia-orzo-krakow-zablocie-CID4-IDuakVb.html#9a32ababfe
Zatrudnimy kelnerkę / kelnera biurowiec rondo Mogilskie pon-piątek,wczoraj 14:56,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kelnerke-kelnera-biurowiec-rondo-mogilskie-pon-piatek-CID4-IDAwaox.html#9a32ababfe
pomoc kuchenna,"Kraków, Prądnik Biały",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-CID4-IDC3Qsl.html#9a32ababfe
Pracownik Catering-Klub Studio,30  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pracownik-catering-klub-studio-CID4-IDCCnol.html#9a32ababfe
Zatrudnimy KUCHARZA,"Kraków, Podgórze",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kucharza-CID4-IDCCkiG.html#9a32ababfe
Kucharz z doświadczeniem do Kuchni Marche - Galeria Bronowice,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-z-doswiadczeniem-do-kuchni-marche-galeria-bronowice-CID4-IDAyy3s.html#9a32ababfe
Pomoc Kuchenna - Kuchnia Marche/ Sevi Kebab w Galerii Bronowice,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,3 500 zł/mies. brutto,https://www.olx.pl/oferta/pomoc-kuchenna-kuchnia-marche-sevi-kebab-w-galerii-bronowice-CID4-IDCa6Le.html#9a32ababfe
Kelner/ka śniadaniowa,25  lis,Pełny etat,Umowa o pracę,5 000 zł/mies. brutto,https://www.olx.pl/oferta/kelner-ka-sniadaniowa-CID4-IDCC8v2.html#9a32ababfe
Poszukujemy osobę na stanowisko Kucharz samodzielny w centrum Krakowa,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 4 000 zł do 4 300 zł/mies.  brutto,https://www.olx.pl/oferta/poszukujemy-osobe-na-stanowisko-kucharz-samodzielny-w-centrum-krakowa-CID4-IDzIb2Q.html#9a32ababfe
Kucharz Zmianowy,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-zmianowy-CID4-IDCBYIA.html#9a32ababfe
barista/ kelner,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/barista-kelner-CID4-IDCBYnT.html#9a32ababfe
"Zatrudnimy Kucharzy -Stanowisko Grill, Makarony",25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kucharzy-stanowisko-grill-makarony-CID4-IDz8Gw9.html#9a32ababfe;promoted
"Zmywak, pomoc kuchenna, osoba do zmywania naczyń - Kaziemierz/Podgórze","Kraków, Podgórze",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zmywak-pomoc-kuchenna-osoba-do-zmywania-naczyn-kaziemierz-podgorze-CID4-IDzn2VQ.html#9a32ababfe
Szef kuchni,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/szef-kuchni-CID4-IDCAqmZ.html#9a32ababfe
Kelnerzy do Hotelu 3 ***,"Kraków, Dębniki",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerzy-do-hotelu-3-CID4-IDC8ehm.html#9a32ababfe
Zatrudnimy managera do klubu,25  lis,Pełny etat,Umowa o pracę,3 700 zł/mies. brutto,https://www.olx.pl/oferta/zatrudnimy-managera-do-klubu-CID4-IDypmDr.html#9a32ababfe
Szef Kuchni w Oliwka Kuchnie Świata na MS AGH,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,od 3 000 zł do 4 500 zł/mies.  brutto,https://www.olx.pl/oferta/szef-kuchni-w-oliwka-kuchnie-swiata-na-ms-agh-CID4-IDBWitT.html#9a32ababfe
Kucharz Śniadaniowy- Bachleda Luxury Hotel MGallery by Sofitel,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-sniadaniowy-bachleda-luxury-hotel-mgallery-by-sofitel-CID4-IDBHtQW.html#9a32ababfe
Praca od zaraz w restauracjii,"Kraków, Krowodrza",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-od-zaraz-w-restauracjii-CID4-IDCzN0b.html#9a32ababfe
Dziewczynę do mycia naczyń zatrudnimy,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/dziewczyne-do-mycia-naczyn-zatrudnimy-CID4-IDCyfqT.html#9a32ababfe
Restauracja Wloska / ul. Sukiennicza 8 zatrudni kucharza zmianowego,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-wloska-ul-sukiennicza-8-zatrudni-kucharza-zmianowego-CID4-IDA02vi.html#9a32ababfe
Area Manager - kierownik sprzedaży / punkty sushi - KRAKÓW,25  lis,Pełny etat,Umowa o pracę,18 zł/godz. brutto,https://www.olx.pl/oferta/area-manager-kierownik-sprzedazy-punkty-sushi-krakow-CID4-IDCyZNT.html#9a32ababfe
Poszukujemy pracowników do lokali U Szwagra,"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/poszukujemy-pracownikow-do-lokali-u-szwagra-CID4-IDC3VqA.html#9a32ababfe
Restauracja Malecon zatrudni barmanów,25  lis,Pełny etat,Umowa o pracę,od 2 500 zł do 3 000 zł/mies.  brutto,https://www.olx.pl/oferta/restauracja-malecon-zatrudni-barmanow-CID4-IDCyfnH.html#9a32ababfe
POMOC KUCHENNĄ zatrudnię od zaraz,"Kraków, Bronowice",Pełny etat,Umowa o pracę,od 2 500 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/pomoc-kuchenna-zatrudnie-od-zaraz-CID4-IDCycez.html#9a32ababfe
Zatrudnimy kelnerów i kelnerki praca w weekend.,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kelnerow-i-kelnerki-praca-w-weekend-CID4-IDze8Ke.html#9a32ababfe
Praca Pomoc Kuchenna,"Kraków, Bronowice",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-pomoc-kuchenna-CID4-IDCxV9p.html#9a32ababfe
Pomoc Kucharza,25  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kucharza-CID4-IDCxV1B.html#9a32ababfe
"Pomoc kuchenna, szpital w Krakowie","Kraków, Prądnik Biały",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-szpital-w-krakowie-CID4-IDCxJr9.html#9a32ababfe
Osoba do wydawania śniadań,24  lis,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/osoba-do-wydawania-sniadan-CID4-IDCx4mn.html#9a32ababfe
Hotel *** w Krakowie zatrudni Kelnerkę/ Kelnera,"Kraków, Grzegórzki",Pełny etat,Umowa o pracę,od 2 500 zł do 3 000 zł/mies.  brutto,https://www.olx.pl/oferta/hotel-w-krakowie-zatrudni-kelnerke-kelnera-CID4-IDCxkAZ.html#9a32ababfe
Barman / Kelner / Kelnerka / Szatniarz - Shine Club Kraków,24  lis,Pełny etat,Umowa o pracę,od 3 500 zł do 5 000 zł/mies.  brutto,https://www.olx.pl/oferta/barman-kelner-kelnerka-szatniarz-shine-club-krakow-CID4-IDCx9EU.html#9a32ababfe
Kelnerki zatrudni Restauracja Bazylia blisko Wawelu (nowy szef kuchni),"Kraków, Stare Miasto",Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelnerki-zatrudni-restauracja-bazylia-blisko-wawelu-nowy-szef-kuchni-CID4-IDrqaH5.html#9a32ababfe
Zatrudnię samodzielnego kucharza,24  lis,Dodatkowa / sezonowa,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnie-samodzielnego-kucharza-CID4-IDCvZE9.html#9a32ababfe
